sentence_id,text,aspect_terms,aspect_categories
2075#13,Men undan chekni so'radim va biz uni tezda oldik.,"[{'from': 10, 'polarity': 'neutral', 'term': 'chekni', 'to': 16}]","[{'category': 'narx', 'polarity': 'neutral'}]"
2878#6,Ichki makon sharqning eng yaxshi an'analarida yaratilgan.,"[{'from': 0, 'polarity': 'positive', 'term': 'Ichki makon', 'to': 11}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2919#2,Yaxshi ovqat va xizmat.,"[{'from': 7, 'polarity': 'positive', 'term': 'ovqat', 'to': 12}
 {'from': 16, 'polarity': 'positive', 'term': 'xizmat', 'to': 22}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
896#3,"Bu yerda eng zo‘r osh pishiriladi deb ayta olmayman, chunki hayotingizda tatib ko‘rishingiz mumkin bo‘lgan eng zo‘r oshni chindan ham pishiradigan joylar bor.","[{'from': 3, 'polarity': 'positive', 'term': 'yerda', 'to': 8}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1663#1,"Shubhasiz, Evropa tuyg'usiga ega mahalliy aholi joyi.","[{'from': 48, 'polarity': 'neutral', 'term': 'joyi', 'to': 52}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
2576#2,Besh yulduz bilan baholangan osh yoqdi.,"[{'from': 29, 'polarity': 'positive', 'term': 'osh', 'to': 32}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1747#5,"Biri umuman qaramadi ham, sochini taraydi-da, ketdi.","[{'from': 0, 'polarity': 'negative', 'term': 'Biri', 'to': 4}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
684#2,"Osh mazali bo'lib, salatlar unga juda mos keladi.","[{'from': 0, 'polarity': 'positive', 'term': 'Osh', 'to': 3}
 {'from': 19, 'polarity': 'positive', 'term': 'salatlar', 'to': 27}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1626#1,U yerda juda qimmat ovqat bor,"[{'from': 20, 'polarity': 'negative', 'term': 'ovqat', 'to': 25}]","[{'category': 'narx', 'polarity': 'negative'}]"
2533#2,Bu haqiqatan ham haddan tashqari qimmat va oziq-ovqat unchalik yaxshi emas.,"[{'from': 43, 'polarity': 'negative', 'term': 'oziq-ovqat', 'to': 53}]","[{'category': 'narx', 'polarity': 'negative'}
 {'category': 'ovqat', 'polarity': 'negative'}]"
1702#5,O'zbek tiliga davlat maqomi berilganiga necha yil bo'ldi?,"[{'from': 0, 'polarity': 'neutral', 'term': ""O'zbek tiliga"", 'to': 13}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2987#1,Tavsiya qilaman,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
2515#1,Shinam restoran va juda yaxshi taom.,"[{'from': 7, 'polarity': 'positive', 'term': 'restoran', 'to': 15}
 {'from': 31, 'polarity': 'positive', 'term': 'taom', 'to': 35}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
273#1,mukammal kafe-bar,"[{'from': 9, 'polarity': 'positive', 'term': 'kafe-bar', 'to': 17}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1645#2,VIP kabina men uchun juda yoqimli.,"[{'from': 0, 'polarity': 'positive', 'term': 'VIP kabina', 'to': 10}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2181#1,Qolish uchun yaxshi joy,"[{'from': 20, 'polarity': 'positive', 'term': 'joy', 'to': 23}]","[{'category': 'muhit', 'polarity': 'positive'}]"
969#4,"Albatta, bir jihati shundaki, bu joy Toshkentning sayyohlik maskanlaridan biriga aylangan, ammo bu narxga ham, sifatga ham ta’sir qilmadi, mahalliy aholi buni Toshkentdagi eng zo‘r palov, deyishadi va bunga amin bo‘ldik.","[{'from': 33, 'polarity': 'positive', 'term': 'joy', 'to': 36}
 {'from': 99, 'polarity': 'positive', 'term': 'narxga', 'to': 105}
 {'from': 111, 'polarity': 'positive', 'term': 'sifatga', 'to': 118}
 {'from': 181, 'polarity': 'positive', 'term': 'palov', 'to': 186}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'narx', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
98#1,"Xo'sh, u erda bo'lish ajoyib tajriba edi.","[{'from': 9, 'polarity': 'positive', 'term': 'erda', 'to': 13}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2550#1,"Narxlar dahshat baland – osh 59 000 so‘m, hamma joyda 27 000 so‘m.","[{'from': 0, 'polarity': 'negative', 'term': 'Narxlar', 'to': 7}]","[{'category': 'narx', 'polarity': 'negative'}]"
236#1,"Mazali, qulay",[],"[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
2161#4,Kam odam bor.,"[{'from': 4, 'polarity': 'neutral', 'term': 'odam', 'to': 8}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2699#8,Hisob 2 kishi uchun 53 dollar edi.,"[{'from': 0, 'polarity': 'neutral', 'term': 'Hisob', 'to': 5}]","[{'category': 'narx', 'polarity': 'neutral'}]"
989#1,Ajoyib joy mazali taom!,"[{'from': 18, 'polarity': 'positive', 'term': 'taom', 'to': 22}
 {'from': 7, 'polarity': 'positive', 'term': 'joy', 'to': 10}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
2124#4,Ovqatlar ta'mi va sifati yaxshi.,"[{'from': 0, 'polarity': 'positive', 'term': 'Ovqatlar', 'to': 8}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2238#1,Ajoyib taom va pivo.,"[{'from': 15, 'polarity': 'positive', 'term': 'pivo', 'to': 19}
 {'from': 7, 'polarity': 'positive', 'term': 'taom', 'to': 11}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1315#3,U yerda go'zal.,"[{'from': 2, 'polarity': 'positive', 'term': 'yerda', 'to': 7}]","[{'category': 'muhit', 'polarity': 'positive'}]"
391#3,BBQ mandi i - mening eng sevimli 10/10laridan biri,"[{'from': 0, 'polarity': 'positive', 'term': 'BBQ', 'to': 3}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
578#2,"Beshbarmoqning kichik portsiyasini buyurdik, lekin tez orada laganning yarmini yedik, 2-3 kishiga bitta porsiya bo‘ladi.","[{'from': 0, 'polarity': 'neutral', 'term': 'Beshbarmoqning', 'to': 14}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
1948#1,Vau ajoyib turk taomlari.,"[{'from': 16, 'polarity': 'positive', 'term': 'taomlari', 'to': 24}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
740#3,Men buni hammaga tavsiya qilaman.,"[{'from': 9, 'polarity': 'positive', 'term': 'hammaga', 'to': 16}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
1683#4,"Ularning vaqtlari yo'qligini emas, tushunaman, agar odamlar ko'p bo'lsa, lekin biz tushdan keyin yetib borsak va ofitsiantlar yaqinda bo'lsa, ular bizni kelib o'tirganimizni va sig'may qolganimizni ko'rishadi.","[{'from': 113, 'polarity': 'negative', 'term': 'ofitsiantlar', 'to': 125}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
2408#1,Ajoyib joy!!,"[{'from': 7, 'polarity': 'positive', 'term': 'joy', 'to': 10}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1462#4,Yaxshi xizmat.,"[{'from': 7, 'polarity': 'positive', 'term': 'xizmat', 'to': 13}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
348#2,Menga bolalar o'yin xonasi borligi yoqdi.,"[{'from': 6, 'polarity': 'positive', 'term': ""bolalar o'yin xonasi borligi"", 'to': 34}]","[{'category': 'muhit', 'polarity': 'positive'}]"
799#2,Turistlar albatta tashrif buyurishlari kerak.,"[{'from': 0, 'polarity': 'positive', 'term': 'Turistlar', 'to': 9}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
933#3,"Siz tanlagan har xil osh turlari mavjud va yaxshi narx (1,5$ dan 4-5$ gacha)","[{'from': 13, 'polarity': 'neutral', 'term': 'har xil osh turlari', 'to': 32}
 {'from': 50, 'polarity': 'positive', 'term': 'narx', 'to': 54}]","[{'category': 'narx', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'neutral'}]"
1855#1,Turk restorani.,"[{'from': 5, 'polarity': 'neutral', 'term': 'restorani', 'to': 14}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2978#3,Xizmat yaxshi edi.,"[{'from': 0, 'polarity': 'positive', 'term': 'Xizmat', 'to': 6}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
1016#1,"Kassada mijozga e'tibor nolga teng, o'g'il bolalar mijoz nima istayotganiga e'tibor berishmaydi","[{'from': 0, 'polarity': 'negative', 'term': 'Kassada', 'to': 7}
 {'from': 36, 'polarity': 'negative', 'term': ""o'g'il bolalar"", 'to': 50}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
190#6,"Ikkinchi marta go'shtni nafaqat yarim pishirilgan, balki ortiqcha tuzlangan holda ham olib kelishdi.","[{'from': 15, 'polarity': 'negative', 'term': ""go'shtni"", 'to': 23}]","[{'category': 'ovqat', 'polarity': 'negative'}]"
1810#1,Go'zal restoran... Men turk taomlarini yaxshi ko'raman,"[{'from': 28, 'polarity': 'positive', 'term': 'taomlarini', 'to': 38}
 {'from': 7, 'polarity': 'positive', 'term': 'restoran', 'to': 15}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
1053#1,"Oshxona ajoyib, narxlar juda mos","[{'from': 0, 'polarity': 'positive', 'term': 'Oshxona', 'to': 7}
 {'from': 16, 'polarity': 'positive', 'term': 'narxlar', 'to': 23}]","[{'category': 'narx', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
2797#2,Shunday davom eting.,[],"[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1482#1,Yaxshi o'zbek taomlari va yaxshi xizmat,"[{'from': 14, 'polarity': 'positive', 'term': 'taomlari', 'to': 22}
 {'from': 33, 'polarity': 'positive', 'term': 'xizmat', 'to': 39}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
2346#2,"Taomni sinab ko'rmadim, lekin boshqa ko'plab mijozlar sinab ko'rdim, porsiyalar juda katta edi, lekin qimmat Bu men uchun Toshkentdagi ichish uchun eng yaxshi joylardan biri edi.","[{'from': 160, 'polarity': 'positive', 'term': 'joylardan', 'to': 169}
 {'from': 0, 'polarity': 'neutral', 'term': 'Taomni', 'to': 6}
 {'from': 69, 'polarity': 'positive', 'term': 'porsiyalar', 'to': 79}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
67#3,Kuchli tavsiya,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
1825#8,"Shunday bo'lsa-da, turk oshxonasining eng oddiy taomini xizmat qilish uchun 20 daqiqa vaqt ketadi!","[{'from': 42, 'polarity': 'negative', 'term': 'oddiy taomini', 'to': 55}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
420#2,Bodom bilan pishirilmagan.,"[{'from': 0, 'polarity': 'neutral', 'term': 'Bodom', 'to': 5}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
894#1,Har doimgidek mazali !!,"[{'from': 0, 'polarity': 'positive', 'term': 'Har doimgidek', 'to': 13}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2360#1,1-qavat chekish mumkin 2-qavat chekish mumkin emas,"[{'from': 0, 'polarity': 'negative', 'term': '1-qavat', 'to': 7}
 {'from': 23, 'polarity': 'positive', 'term': '2-qavat', 'to': 30}]","[{'category': 'muhit', 'polarity': 'conflict'}]"
406#1,Mazali taom,"[{'from': 7, 'polarity': 'positive', 'term': 'taom', 'to': 11}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2325#1,"Ichimlik ichish uchun yaxshi, osoyishta joy.","[{'from': 40, 'polarity': 'positive', 'term': 'joy', 'to': 43}]","[{'category': 'muhit', 'polarity': 'positive'}]"
443#1,"Xizmat xodimlari juda yaxshi, joylar juda chiroyli","[{'from': 0, 'polarity': 'positive', 'term': 'Xizmat', 'to': 6}
 {'from': 30, 'polarity': 'positive', 'term': 'joylar', 'to': 36}]","[{'category': 'xizmat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
1624#3,"Ijobiy tomoni shundaki, yozda siz terastada ovqatlanishingiz mumkin.","[{'from': 34, 'polarity': 'positive', 'term': 'terastada', 'to': 43}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2709#1,Unchalik zo'r joy emas,[],"[{'category': 'boshqalar', 'polarity': 'negative'}]"
869#1,Yetkazib beruvchilar kalamushlardir,"[{'from': 21, 'polarity': 'negative', 'term': 'kalamushlardir', 'to': 35}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
271#3,"Mazali taomlar, zo'r xizmat, samimiy va yordamchi xodimlar, hamma narsa yuqori darajada.","[{'from': 7, 'polarity': 'positive', 'term': 'taomlar', 'to': 14}
 {'from': 21, 'polarity': 'positive', 'term': 'xizmat', 'to': 27}
 {'from': 50, 'polarity': 'positive', 'term': 'xodimlar', 'to': 58}
 {'from': 60, 'polarity': 'positive', 'term': 'hamma narsa', 'to': 71}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
764#2,Haqiqatan ham afsona.,"[{'from': 14, 'polarity': 'neutral', 'term': 'afsona', 'to': 20}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2002#2,yaxshi narx,"[{'from': 7, 'polarity': 'positive', 'term': 'narx', 'to': 11}]","[{'category': 'narx', 'polarity': 'positive'}]"
1317#1,"Xizmat juda sekin, agar ishingiz bo'lsa, bormang.","[{'from': 0, 'polarity': 'negative', 'term': 'Xizmat', 'to': 6}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
2804#2,Choy ichish va shirinlik yeb shaharni tomosha qilish uchun yaxshi joy,"[{'from': 0, 'polarity': 'positive', 'term': 'Choy ichish', 'to': 11}
 {'from': 15, 'polarity': 'positive', 'term': 'shirinlik', 'to': 24}
 {'from': 29, 'polarity': 'positive', 'term': 'shaharni tomosha qilish', 'to': 52}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
1783#1,Bu restorandagi taomlar ajoyib.,"[{'from': 16, 'polarity': 'positive', 'term': 'taomlar', 'to': 23}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2920#6,"Biftek yeyishning iloji yo'q edi, biz juda charchagan va och edik, muammoni aniqlash uchun kuch yo'q edi.","[{'from': 0, 'polarity': 'negative', 'term': 'Biftek', 'to': 6}]","[{'category': 'ovqat', 'polarity': 'negative'}]"
2496#2,"Tashqi ko'rinishi tasodifiy, lekin ichi keng va katta.Taomlar ta'mi yaxshi edi.","[{'from': 0, 'polarity': 'neutral', 'term': ""Tashqi ko'rinishi"", 'to': 17}
 {'from': 35, 'polarity': 'positive', 'term': 'ichi', 'to': 39}
 {'from': 56, 'polarity': 'positive', 'term': ""Taomlar ta'mi"", 'to': 69}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'muhit', 'polarity': 'positive'}]"
1352#1,"Bolalar bilan ajoyib joy, ayniqsa juda qulay !!","[{'from': 21, 'polarity': 'positive', 'term': 'joy', 'to': 24}]","[{'category': 'muhit', 'polarity': 'positive'}]"
707#1,AQShdan tashrif.,"[{'from': 0, 'polarity': 'neutral', 'term': 'AQShdan', 'to': 7}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2822#1,Xizmat nol,"[{'from': 0, 'polarity': 'negative', 'term': 'Xizmat', 'to': 6}]","[{'category': 'xizmat', 'polarity': 'negative'}]"
2594#5,Siz hatto o'zingizning sevimli likyoringizni ham olib yurishingiz mumkin.,"[{'from': 31, 'polarity': 'positive', 'term': 'likyoringizni', 'to': 44}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
2061#1,Bundan ko'prog'ini kutgan edim.,"[{'from': 0, 'polarity': 'negative', 'term': ""Bundan ko'prog'ini"", 'to': 18}]","[{'category': 'boshqalar', 'polarity': 'negative'}]"
2485#8,"Xulosa, bir marta tashrif buyirish mumlik bo'lgan joy.","[{'from': 50, 'polarity': 'neutral', 'term': 'joy', 'to': 53}]","[{'category': 'muhit', 'polarity': 'neutral'}]"
889#4,Bu diqqatga sazovor joy.,"[{'from': 20, 'polarity': 'positive', 'term': 'joy', 'to': 23}]","[{'category': 'boshqalar', 'polarity': 'positive'}]"
2867#1,Men Tavsiya qilaman,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
742#1,An'anaviy chiroyli taom va xizmat yaxshi edi.,"[{'from': 19, 'polarity': 'positive', 'term': 'taom', 'to': 23}
 {'from': 27, 'polarity': 'positive', 'term': 'xizmat', 'to': 33}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}]"
1109#3,"Sho'rvani aytmasa ham, guruch xom, go'shti qattiq, porsiya kichik.","[{'from': 23, 'polarity': 'negative', 'term': 'guruch', 'to': 29}
 {'from': 35, 'polarity': 'negative', 'term': ""go'shti"", 'to': 42}
 {'from': 51, 'polarity': 'negative', 'term': 'porsiya', 'to': 58}
 {'from': 0, 'polarity': 'neutral', 'term': ""Sho'rvani"", 'to': 9}]","[{'category': 'ovqat', 'polarity': 'negative'}]"
2024#1,"Men taomlarni juda o'rtacha deb topdim, ayran ajoyib edi","[{'from': 4, 'polarity': 'neutral', 'term': 'taomlarni', 'to': 13}
 {'from': 40, 'polarity': 'positive', 'term': 'ayran', 'to': 45}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
393#1,Ajoyib mijozlarga xizmat.,"[{'from': 18, 'polarity': 'positive', 'term': 'xizmat', 'to': 24}]","[{'category': 'xizmat', 'polarity': 'positive'}]"
2259#1,Irlandiya uslubidagi kichik kompaniya bilan pivo ichish va futbol tomosha qilish uchun joy yaxshi.,"[{'from': 87, 'polarity': 'positive', 'term': 'joy', 'to': 90}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2594#4,Atrof-muhit yoqimli va ajoyib mezbonlar Rohit va uning rafiqasi har doim sizga qulaylik yaratishga va taomni didingizga qarab sozlashga tayyor.,"[{'from': 0, 'polarity': 'positive', 'term': 'Atrof-muhit', 'to': 11}
 {'from': 30, 'polarity': 'positive', 'term': 'mezbonlar Rohit va uning rafiqasi', 'to': 63}
 {'from': 102, 'polarity': 'positive', 'term': 'taomni', 'to': 108}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'xizmat', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
2688#1,"Agar men bittadan kamroq yulduzni bera olsam, qilardim.","[{'from': 9, 'polarity': 'negative', 'term': 'bittadan kamroq yulduzni', 'to': 33}]","[{'category': 'boshqalar', 'polarity': 'negative'}]"
1109#2,Endi zarbalar yaxshi emas!,"[{'from': 5, 'polarity': 'negative', 'term': 'zarbalar', 'to': 13}]","[{'category': 'boshqalar', 'polarity': 'negative'}]"
2920#7,"Men steykni yeya olmadim va ofitsiantga qaytarib berdim, bola uni iloji boricha chaynadi.","[{'from': 28, 'polarity': 'neutral', 'term': 'ofitsiantga', 'to': 39}
 {'from': 4, 'polarity': 'negative', 'term': 'steykni', 'to': 11}]","[{'category': 'xizmat', 'polarity': 'neutral'}
 {'category': 'ovqat', 'polarity': 'negative'}]"
1929#1,Juda yaxshi,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
1647#1,Men tez-tez shu yerga kelaman!,"[{'from': 16, 'polarity': 'neutral', 'term': 'yerga', 'to': 21}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
1296#1,Yunusoboddagi mahalliy taomdar!,"[{'from': 23, 'polarity': 'neutral', 'term': 'taomdar', 'to': 30}]","[{'category': 'ovqat', 'polarity': 'neutral'}]"
1602#1,To'liq hajmda barcha ekranlardan cheksiz reklamalar.,"[{'from': 21, 'polarity': 'neutral', 'term': 'ekranlardan', 'to': 32}]","[{'category': 'boshqalar', 'polarity': 'neutral'}]"
2517#2,"Oziq-ovqat yaxshi, iltimos, xizmat haqi ofitsiantga tushishiga ishonch hosil qiling.","[{'from': 0, 'polarity': 'positive', 'term': 'Oziq-ovqat', 'to': 10}
 {'from': 28, 'polarity': 'neutral', 'term': 'xizmat haqi', 'to': 39}]","[{'category': 'ovqat', 'polarity': 'positive'}
 {'category': 'boshqalar', 'polarity': 'neutral'}]"
271#2,Do'stlaringiz va tanishlaringiz uzoq vaqt davomida mamnun bo'lishadi.,[],"[{'category': 'boshqalar', 'polarity': 'positive'}]"
686#1,Mazali osh,"[{'from': 7, 'polarity': 'positive', 'term': 'osh', 'to': 10}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
1624#2,"Bir kamchiligi shundaki, bu joy juda tor va ko'pincha odamlar bilan to'la.","[{'from': 28, 'polarity': 'negative', 'term': 'joy', 'to': 31}]","[{'category': 'muhit', 'polarity': 'negative'}]"
2531#1,Qiziqarli va juda mazali joy!,"[{'from': 25, 'polarity': 'positive', 'term': 'joy', 'to': 28}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
257#1,"Men bu restoranni yaxshi ko'raman, hammaga maslahat beraman","[{'from': 7, 'polarity': 'positive', 'term': 'restoranni', 'to': 17}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2574#1,Oziq-ovqat sifatiga mos kelmaydigan juda qimmat muassasa,"[{'from': 0, 'polarity': 'negative', 'term': 'Oziq-ovqat', 'to': 10}]","[{'category': 'narx', 'polarity': 'negative'}]"
212#1,Chiroyli joy!,"[{'from': 9, 'polarity': 'positive', 'term': 'joy', 'to': 12}]","[{'category': 'muhit', 'polarity': 'positive'}]"
1745#6,"BUYURT BERILGAN SOLON STEK, BOL MEDALYONI, SEZAR SALATI HAMmasi JUDA MAZMALI.","[{'from': 22, 'polarity': 'positive', 'term': 'STEK', 'to': 26}
 {'from': 43, 'polarity': 'positive', 'term': 'SEZAR SALATI', 'to': 55}]","[{'category': 'ovqat', 'polarity': 'positive'}]"
41#1,Toshkent shahridagi mashhur restoran.,"[{'from': 28, 'polarity': 'positive', 'term': 'restoran', 'to': 36}]","[{'category': 'muhit', 'polarity': 'positive'}]"
2589#1,"Mazali taomlar, sharqona muhit, qulay joylashuv","[{'from': 7, 'polarity': 'positive', 'term': 'taomlar', 'to': 14}
 {'from': 25, 'polarity': 'positive', 'term': 'muhit', 'to': 30}]","[{'category': 'muhit', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
2158#1,"Mazali bifshtekslar va taomlarning ajoyib xizmat ko'rsatishi, bularning barchasi yana kelish uchun yetarli","[{'from': 7, 'polarity': 'positive', 'term': 'bifshtekslar', 'to': 19}
 {'from': 42, 'polarity': 'positive', 'term': 'xizmat', 'to': 48}]","[{'category': 'xizmat', 'polarity': 'positive'}
 {'category': 'ovqat', 'polarity': 'positive'}]"
